Малахитовый зеленый, чда;No-image.jpg;1;181;570/690/900;1;имп;25 кг/ 1 кг/ 100 грамм.;0;0;1;
Мальтоза (D-(+)Мальтобиоза\Сахар солодовый), чда;No-image.jpg;1;182;1806/1817,4;1;имп;1 кг/ 100 грамм;0;0;1;
Маннит (маннитол), фарм (Китай);No-image.jpg;1;183;150/198;1;имп;1 кг/ 100 грамм;0;0;1;
Манноза, чда;No-image.jpg;1;184;5106/5117,4;1;имп;1 кг/ 100 грамм;0;0;1;
Марганец сернокислый 1-водный, ч;No-image.jpg;1;185;68/120;1;имп;1 кг/ 100 грамм.;0;0;1;
Марганец хлористый 4-водный, ч;No-image.jpg;1;186;99/120/147;1;имп;25 кг/ 1 кг/ 100 грамм;0;0;1;
Медь (II) окись (порошок), чда  ;No-image.jpg;1;187;900;1;имп;Фасовка 100 грамм! Цена за 1 кг;0;0;1;
Медь (II) окись (проволока), чда;No-image.jpg;1;188;876/887,4;1;имп;1 кг/ 100 грамм;0;0;1;
Медь сернокислая 5-водная, ч ;No-image.jpg;1;189;60/78/90;1;Укр;25 кг/ 1 кг/ 100 грамм;0;0;1;
Медь уксуснокислая 1-водная, ч;No-image.jpg;1;190;486/497,4;1;имп;1 кг/ 100 грамм;0;0;1;
Метиламина гидрохлорид, ч;No-image.jpg;1;191;690/780;1;имп;1 кг/ 100 грамм;0;0;1;
Метиленовый голубой, чда (спирторастворимый);No-image.jpg;1;192;750/780/840;1;имп;25 кг/ 1 кг/ 100 грамм;0;0;1;
Метиловый красный (водорастворимый), чда;No-image.jpg;1;193;780/890;1;Укр;"Фасовка по 0,075 кг; 0,5 кг. 1 кг/ 100 грамм";0;0;1
Метиловый красный (спирторастворимый), чда;No-image.jpg;1;194;680/840;1;"имп;Укр";1 кг/ 100 грамм;0;0;1
Метиловый оранжевый, чда;No-image.jpg;1;195;900/1200;1;"имп;Укр";1 кг/ 100 грамм;0;0;1
Метиловый фиолетовый, чда;No-image.jpg;1;196;390/450;1;имп;25 кг/ 1 кг;0;0;1;
Метилпарабен (нипагин), фарм;No-image.jpg;1;197;276/287,4;1;имп;1 кг/ 100 грамм;0;0;1;
Метилсалицилат (метиловый эфир салициловой кислоты);No-image.jpg;1;198;186/197,4;1;имп;1 кг/ 100 грамм;0;0;1;
Метилфенидон (4-Метил-1-фенил-пиразалидон-3), ч;No-image.jpg;1;199;486/497,4;1;Укр;1 кг/ 100 грамм;0;0;1;
Метронидазол, фарм;No-image.jpg;1;200;342;1;имп;Тарное место 25 кг. НЕ ФАСУЕТСЯ. Цена за кг;0;0;1;
Молибденовая кислота, чда;No-image.jpg;1;201;900/990;1;;1 кг/ 100 грамм;0;0;1;
Мочевина, чда;No-image.jpg;1;202;93/99/120;1;Укр;15 кг/ 1 кг/ 100 грамм;0;0;1;
Муравьиная кислота 85%, ч;No-image.jpg;1;203;63;1;имп;Фасовка по 1,2 кг. В КАНИСТРЫ СЛИВАТЬ НЕ БУДЕМ!;0;0;1;
Мурексид, чда;No-image.jpg;1;204;5706/5717,4;1;имп;1 кг/ 100 грамм;0;0;1;
Натрий азид Extra pure (106688);No-image.jpg;1;205;3906/3917,4;1;имп;1 кг/ 100 грамм;0;0;1;
Натрий азотнокислый, чда;No-image.jpg;1;206;120/132/180;1;Укр;25 кг/ 1 кг/ 100 грамм;0;0;1;
Натрий-аммоний фосфорнокислый 2-зам (гидроортофосфат) 4-вод, чда ;No-image.jpg;1;207;126/137,4;1;Укр;1 кг/ 100 грамм;0;0;1;
Натрий бензойнокислый, пищ;No-image.jpg;1;208;60/78/99;1;имп;25 кг/ 1 кг/ 100 грамм.;0;0;1;
Натрий бромистый, чда;No-image.jpg;1;209;192/198/222;1;Укр;25 кг/ 1 кг/ 100 грамм;0;0;1;
Натрий виннокислый 2-водный, чда;No-image.jpg;1;210;147/180;1;имп;1 кг/ 100 грамм;0;0;1;
Натрий гексаметафосфат, тех;No-image.jpg;1;211;84/95,4;1;имп;1 кг/ 100 грамм;0;0;1;
Натрий гидроокись мелкогранулированная, хч (Испания);No-image.jpg;1;212;33/60/90;1;имп;25 кг/ 1 кг/ 100 грамм;0;0;1;
Натрий глютаминат (глютамат), пищ (Hebei Meihua);No-image.jpg;1;213;63/66/78;1;имп;25 кг/ 1 кг/ 100 грамм;0;0;1;
Натрий двухромовокислый 2-водный, чда;No-image.jpg;1;214;168/198;1;имп;1 кг/ 100 грамм;0;0;1;
